0.011965,0.980358
0.000000,0.000016
0.000063,0.041453
0.008757,0.598219
0.163143,21.477392
0.015597,39.714828
4.426489,14.771770
0.000000,0.000002
0.000000,0.000011
1.056464,45.905926
0.000000,0.000001
0.031568,3.238358
0.000000,0.000003
0.000000,0.000069
0.000000,0.000076
0.000000,0.000002
0.000000,0.000002
0.000001,0.000240
0.000004,0.008626
0.000000,0.000026
0.000000,0.000000
0.023908,7.301552
0.000000,0.000006
0.000000,0.000000
0.000000,0.000004
0.000000,0.000002
0.000000,0.000004
0.000000,0.000001
0.000000,0.000022
0.000000,0.000002
0.000001,0.000043
0.000000,0.000009
0.000000,0.000018
0.000001,0.000019
0.000000,0.000008
0.000000,0.000001
0.000000,0.000004
0.000000,0.000000
0.000000,0.000001
0.000000,0.000005
0.000000,0.000028
0.000000,0.000001
0.000000,0.000000
0.000000,0.000002
0.000000,0.000002
0.000000,0.000006
0.000000,0.000000
0.000000,0.000001
0.000001,0.000047
0.000000,0.000004
0.000000,0.000007
0.000000,0.000001
0.000000,0.000002
0.000000,0.000002
0.000024,0.057054
0.000000,0.000001
0.000035,0.001381
0.000000,0.000001
0.002465,0.323037
0.000000,0.000002
0.000003,0.000230
0.000000,0.000018
0.000000,0.000013
0.000000,0.000344
0.000000,0.000003
0.000000,0.000004
0.000037,0.018456
0.000000,0.000002
0.000000,0.000000
0.000000,0.000002
0.000000,0.000000
0.000000,0.000010
0.000000,0.000001
0.000000,0.000003
0.000000,0.000007
0.000000,0.000002
0.000009,0.006336
0.000000,0.000009
0.000001,0.000018
0.000000,0.000016
0.000000,0.000005
0.000000,0.000006
0.000000,0.000001
0.000000,0.000003
0.000000,0.000005
0.000000,0.000018
0.000000,0.000000
0.000000,0.000027
0.000577,0.178630
0.000000,0.000006
0.000000,0.000003
0.000001,0.000035
0.000000,0.000001
0.000000,0.000011
0.007929,0.566109
0.000000,0.000011
0.000000,0.000002
0.000000,0.000004
0.000001,0.000016
0.000000,0.000000
0.000000,0.000015
0.000000,0.000014
0.000000,0.000010
0.000006,0.000417
0.000001,0.000054
0.000000,0.000009
0.000000,0.000000
0.000000,0.000000
0.000000,0.000002
0.000028,0.007075
0.000001,0.000011
0.000000,0.000009
0.000000,0.000006
0.000000,0.000006
0.000004,0.003427
0.000000,0.000002
0.000001,0.000024
0.000019,0.017386
0.000000,0.000001
0.000002,0.000097
0.000000,0.000000
0.000000,0.000005
0.000000,0.000001
0.000000,0.000000
0.000000,0.000000
0.000001,0.000827
0.000000,0.000003
0.000000,0.000000
0.000000,0.000002
0.000000,0.000005
0.000000,0.000000
0.000000,0.000003
0.000000,0.000006
0.000000,0.000004
0.000000,0.000004
0.000000,0.000004
0.000000,0.000000
0.000000,0.000001
0.000001,0.000092
0.000000,0.000000
0.000001,0.000102
0.000000,0.000007
0.000000,0.000009
0.000000,0.000026
0.000000,0.000021
0.000001,0.000027
0.000000,0.000006
0.000000,0.000000
0.000000,0.000001
0.000003,0.000239
0.000000,0.000000
0.000000,0.000004
0.000000,0.000010
0.000000,0.000000
0.000000,0.000001
0.000000,0.000006
0.002306,0.239188
0.000001,0.000046
0.000000,0.000002
0.000000,0.000011
0.000000,0.000000
0.000000,0.000000
0.000001,0.000010
0.000000,0.000018
0.000000,0.000002
0.000000,0.000011
0.000000,0.000003
0.000000,0.000000
0.000000,0.000004
0.000000,0.000000
0.000000,0.000009
0.000000,0.000010
0.000001,0.000011
0.000000,0.000003
0.000001,0.000029
0.000010,0.000736
0.000000,0.000002
0.000000,0.000017
0.000000,0.000002
0.000000,0.000002
0.000000,0.000006
0.000003,0.000237
0.000000,0.000006
0.000000,0.000001
0.000001,0.000031
0.000000,0.000004
0.000000,0.000015
0.000000,0.000010
0.000000,0.000005
0.000000,0.000003
0.000000,0.000008
0.000000,0.000001
0.000001,0.000047
0.000000,0.000003
0.000000,0.000003
0.000000,0.000005
0.000001,0.000020
0.000000,0.000004
0.000000,0.000012
0.000000,0.000077
0.000000,0.000002
0.000000,0.000002
0.000000,0.000001
0.000000,0.000001
0.000000,0.000015
0.000001,0.000027
0.000000,0.000000
0.000000,0.000003
0.000000,0.000003
0.000001,0.000091
0.000000,0.000003
0.000000,0.000010
0.000000,0.000022
0.000000,0.000000
0.000000,0.000000
0.000000,0.000001
0.000000,0.000001
0.000000,0.000000
0.000000,0.000001
0.000000,0.000011
0.000000,0.000003
0.000000,0.000004
0.000000,0.000001
0.000000,0.000004
0.000000,0.000000
0.000007,0.004673
0.000000,0.000005
0.000001,0.000050
0.000000,0.000005
0.000000,0.000006
0.000000,0.000004
0.000000,0.000000
0.000000,0.000003
0.000001,0.000032
0.000000,0.000004
0.000001,0.000024
0.000000,0.000002
0.000000,0.000001
0.000000,0.000022
0.000001,0.000050
0.000000,0.000008
0.000000,0.000005
0.000000,0.000005
0.000000,0.000015
0.000000,0.000000
0.000000,0.000018
0.000000,0.000001
0.000000,0.000010
0.000000,0.000004
0.000000,0.000001
0.000000,0.000005
0.000000,0.000005
0.000000,0.000013
0.000000,0.000006
0.000000,0.000002
0.000000,0.000002
0.000000,0.000009
0.000000,0.000009
0.000000,0.000003
0.000000,0.000000
0.000000,0.000005
0.000000,0.000003
0.000001,0.000110
0.000000,0.000002
0.000000,0.000000
0.000000,0.000007
0.000000,0.000002
0.000000,0.000006
0.000000,0.000001
0.000001,0.000048
0.000000,0.000015
0.000007,0.001411
0.000000,0.000009
0.000000,0.000004
0.000000,0.000004
0.000000,0.000054
0.000000,0.000001
0.000000,0.000001
0.000000,0.000001
0.000000,0.000011
0.000000,0.000016
0.000000,0.000008
0.000000,0.000001
0.000000,0.000003
0.000000,0.000001
0.000000,0.000002
0.000623,0.503972
0.000000,0.000001
0.000000,0.000001
0.000000,0.000002
0.000000,0.000016
0.000001,0.000147
0.000000,0.000002
0.000000,0.000003
0.000001,0.000061
0.000000,0.000004
0.000000,0.000000
0.000000,0.000002
0.000001,0.000020
0.000000,0.000004
0.000000,0.000010
0.000000,0.000005
0.000000,0.000002
0.000000,0.000003
0.000000,0.000004
0.000000,0.000012
0.000001,0.000023
0.000000,0.000001
0.000000,0.000010
0.000003,0.000125
0.000000,0.000007
0.000001,0.000033
0.000000,0.000004
0.000001,0.000024
0.000000,0.000003
0.000000,0.000006
0.000000,0.000014
0.000000,0.000001
0.000000,0.000002
0.000000,0.000009
0.000000,0.000000
0.000000,0.000001
0.000000,0.000003
0.000000,0.000005
0.000001,0.000038
0.000000,0.000004
0.000000,0.000000
0.000000,0.000007
0.000000,0.000000
0.000000,0.000005
0.000000,0.000003
0.000000,0.000005
0.000000,0.000008
0.000001,0.000012
0.000001,0.000027
0.000000,0.000004
0.000000,0.000002
0.000000,0.000004
0.000000,0.000002
0.000000,0.000010
0.000000,0.000008
0.000000,0.000000
0.000000,0.000027
0.000000,0.000003
0.000000,0.000005
0.000000,0.000009
0.000000,0.000010
0.000000,0.000009
0.000000,0.000001
0.000000,0.000001
0.000000,0.000001
0.000000,0.000001
0.000001,0.000029
0.000000,0.000004
0.000000,0.000015
0.000000,0.000003
0.000000,0.000002
0.000000,0.000001
0.000000,0.000006
0.000000,0.000016
0.000000,0.000013
0.000001,0.000080
0.000000,0.000004
0.000000,0.000007
0.000000,0.000002
0.000000,0.000006
0.000000,0.000010
0.000001,0.000121
0.000000,0.000005
0.000000,0.000001
0.000000,0.000001
0.000007,0.000273
0.000000,0.000002
0.000000,0.000001
0.000108,0.029570
0.000000,0.000006
0.000000,0.000003
0.000000,0.000000
0.000000,0.000011
0.000000,0.000005
0.000001,0.000022
0.000000,0.000000
0.000000,0.000002
0.000000,0.000001
0.000000,0.000002
0.000000,0.000003
0.000000,0.000006
0.000481,0.194282
0.000000,0.000011
0.000001,0.000030
0.000001,0.001126
0.000000,0.000004
0.000001,0.000021
0.000000,0.000008
0.000003,0.000135
0.000000,0.000005
0.000000,0.000010
0.000000,0.000096
0.000001,0.000077
0.000001,0.000153
0.000000,0.000013
0.000000,0.000002
0.000000,0.000001
0.000000,0.000001
0.000001,0.000024
0.000000,0.000003
0.000000,0.000003
0.000003,0.001042
0.000000,0.000005
0.000000,0.000002
0.000000,0.000001
0.000000,0.000000
0.000000,0.000005
0.000000,0.000001
0.000000,0.000002
0.000000,0.000002
0.000000,0.000004
0.000000,0.000003
0.000000,0.000003
0.000000,0.000004
0.000015,0.000773
0.000000,0.000004
0.000000,0.000015
0.000000,0.000003
0.021437,2.787047
0.000001,0.000011
0.000544,0.102052
0.000023,0.011531
0.000000,0.000001
0.000000,0.000003
0.000000,0.000002
0.000000,0.000001
0.000000,0.000012
0.000000,0.000000
0.000000,0.000004
0.000001,0.000015
0.000000,0.000001
0.000000,0.000003
0.000000,0.000004
0.000000,0.000004
0.000000,0.000001
0.000000,0.000009
0.000000,0.000002
0.000000,0.000002
0.000000,0.000002
0.000000,0.000024
0.000000,0.000004
0.000000,0.000009
0.000000,0.000004
0.000000,0.000001
0.000000,0.000001
0.000001,0.000082
0.000000,0.000011
0.000000,0.000014
0.000001,0.000074
0.000000,0.000008
0.000000,0.000007
0.000001,0.000048
0.000000,0.000000
0.000000,0.000002
0.000000,0.000001
